"id","start_date","lat","lon","l1","l2","rooms","surface_total","surface_covered","price","currency","property_type","operation_type","fondo"
"pcCNw4LisSKgpmL3GcEsNQ==",2019-02-28,-34.618484,-58.466154,"Argentina","Capital Federal",1,36,33,9000,"ARS","Departamento","Alquiler",3
"yU6j5RjWYCkPYanJLIjSjg==",2019-02-28,-34.6007964,-58.391447,"Argentina","Capital Federal",NA,70,70,17000,"ARS","Departamento","Alquiler",0
"y5UZ7B2D16WrrrDQq8Svzw==",2019-02-28,-34.5957447,-58.4097622,"Argentina","Capital Federal",4,90,90,26000,"ARS","Departamento","Alquiler",0
"ubJIB0ys86qDMzTHYnkS8Q==",2019-02-28,-34.576108,-58.48531,"Argentina","Capital Federal",4,106,94,27900,"ARS","Departamento","Alquiler",12
"e+oJVT3C+iqWKkspw/f70g==",2019-05-19,-34.628685,-58.467167,"Argentina","Capital Federal",1,52,45,14000,"ARS","Departamento","Alquiler",7
"jXumxtMsTfO1K/3KjfBM3Q==",2019-05-19,-34.62062836,-58.45612717,"Argentina","Capital Federal",3,80,70,22000,"ARS","Departamento","Alquiler",10
"eFjPpCaPPxN0v1qM/wO22w==",2019-05-19,-34.573558,-58.473959,"Argentina","Capital Federal",3,85,72,28000,"ARS","Departamento","Alquiler",13
"J+FReEUcK4LNGdZ2CrZkMA==",2018-12-30,-34.587636,-58.418829,"Argentina","Capital Federal",1,60,45,17000,"ARS","Departamento","Alquiler",15
"X+yskvSF8Bl4IS940q68xg==",2018-12-30,-34.5762524685,-58.4875016726,"Argentina","Capital Federal",2,42,41,10500,"ARS","Departamento","Alquiler",1
"DBHoFTcY1efo4btb1D/Vyg==",2018-12-30,-34.578065,-58.492656,"Argentina","Capital Federal",2,30,30,9500,"ARS","Departamento","Alquiler",0
"qpTB1S5RAMeYHJo3Czysfg==",2018-12-30,-34.569608,-58.480823,"Argentina","Capital Federal",3,75,65,19000,"ARS","Departamento","Alquiler",10
"MPVGoiDwzTORgzdoKwngrw==",2018-12-30,-34.575292,-58.486224,"Argentina","Capital Federal",3,85,85,20000,"ARS","Departamento","Alquiler",0
"dJWe4GAVO6xA4sU9Mq20Rg==",2018-12-30,-34.626026,-58.456292,"Argentina","Capital Federal",4,74,63,16000,"ARS","Departamento","Alquiler",11
"6sZtXOIEuaOyncP9M4NHIQ==",2018-12-30,-34.5766031,-58.4862428,"Argentina","Capital Federal",4,66,60,19000,"ARS","Departamento","Alquiler",6
"wWf67FbFJpSFrjW06cFx3A==",2019-05-30,-34.6029947,-58.3913785,"Argentina","Capital Federal",NA,31,31,12500,"ARS","Departamento","Alquiler",0
"/nZQv4Trk1/4bYJ8LX+AhQ==",2019-05-30,-34.6248454,-58.4578499,"Argentina","Capital Federal",1,42,39,15000,"ARS","Departamento","Alquiler",3
"ZUUiV1hGwBKosl7m+mC6AA==",2019-05-30,-34.603683,-58.381557,"Argentina","Capital Federal",1,29,29,9000,"ARS","PH","Alquiler",0
"GRb5DSIQP3/PMig2ehBkxg==",2019-05-30,-34.6318922,-58.4677095,"Argentina","Capital Federal",3,56,56,15000,"ARS","Departamento","Alquiler",0
"2FAw5q7lsPSDRmaXpXXweQ==",2019-01-25,-34.56620407,-58.48403168,"Argentina","Capital Federal",2,75,63,26500,"ARS","Casa","Alquiler",12
"qr3q4MpNPz/82rL6FKUoog==",2019-01-25,-34.59669113,-58.40745926,"Argentina","Capital Federal",3,80,72,22000,"ARS","Departamento","Alquiler",8
"4NMpwQGEhmTtkUS4/1nXiQ==",2019-01-25,-34.5967191,-58.4018293,"Argentina","Capital Federal",3,60,52,16000,"ARS","Departamento","Alquiler",8
"Jj15hDRxP9trlHFfclctpw==",2019-01-25,-34.5902397,-58.4050959,"Argentina","Capital Federal",2,77,70,17000,"ARS","Departamento","Alquiler",7
"iae1bcC050kt48BjMSJXzg==",2019-01-25,-34.582341,-58.491348,"Argentina","Capital Federal",1,30,30,8000,"ARS","Departamento","Alquiler",0
"owrZuPMpnpMoo2+CsYfzXw==",2019-01-25,-34.5959275,-58.3961739,"Argentina","Capital Federal",2,50,50,16000,"ARS","Departamento","Alquiler",0
"oL7CoeIhIduCno6vXeezXg==",2019-01-25,-34.6003404,-58.3902392,"Argentina","Capital Federal",2,48,48,12000,"ARS","Departamento","Alquiler",0
"2Bupuv5OuxnRY627OUfh8g==",2019-01-25,-34.570516,-58.48602,"Argentina","Capital Federal",2,49,43,14000,"ARS","Departamento","Alquiler",6
"sqcRJC90t3ooeK86sd5YDg==",2019-01-25,-34.5720248,-58.4778856,"Argentina","Capital Federal",2,37,37,11800,"ARS","Departamento","Alquiler",0
"Ln0jVt6Wd9X+7cN80hWh7A==",2019-01-25,-34.5691935,-58.4905166,"Argentina","Capital Federal",2,77,49,12500,"ARS","Departamento","Alquiler",28
"hsrd2naTAdPlhxD70SoQ+Q==",2019-01-25,-34.5957447,-58.4097622,"Argentina","Capital Federal",3,53,51,21000,"ARS","Departamento","Alquiler",2
"Qxw6M7bkPxT4SFWjfgtqsA==",2019-01-25,-34.5957447,-58.4097622,"Argentina","Capital Federal",3,53,51,21000,"ARS","Departamento","Alquiler",2
"NQGsGW/jT9axec/XDWtp2A==",2019-01-25,-34.5957447,-58.4097622,"Argentina","Capital Federal",3,53,51,21000,"ARS","Departamento","Alquiler",2
"pzr+kqQYRdSvMXrx9a1BWw==",2019-01-25,-34.5957447,-58.4097622,"Argentina","Capital Federal",3,53,51,21000,"ARS","Departamento","Alquiler",2
"z/h9okXWTmfpItIJgamDoQ==",2019-01-25,-34.570884,-58.4886936,"Argentina","Capital Federal",3,62,54,15000,"ARS","Departamento","Alquiler",8
"5xCyOp0d2kSRqVbvtWinWw==",2019-01-25,-34.632185,-58.4571778,"Argentina","Capital Federal",NA,95,89,18000,"ARS","Departamento","Alquiler",6
"zVaPm2UusRQd0E+37zDI5A==",2019-01-25,-34.586684151,-58.4133281081,"Argentina","Capital Federal",4,80,80,23000,"ARS","Departamento","Alquiler",0
"PQ3lUbi69wrZ0kgAY+5ArQ==",2019-01-25,-34.570916,-58.480616,"Argentina","Capital Federal",4,73,73,20000,"ARS","Departamento","Alquiler",0
"TTHkVPWDy9dNekSlsVgBvw==",2019-01-25,-34.59817,-58.40962,"Argentina","Capital Federal",5,91,85,19000,"ARS","Departamento","Alquiler",6
"1DDguujBsPe+8F8IGjmFTQ==",2019-05-27,-34.5957447,-58.4097622,"Argentina","Capital Federal",1,30,30,11000,"ARS","Departamento","Alquiler",0
"sn0GUKTN7rh3fcwv31/Kpg==",2019-03-26,-34.63418198,-58.462883,"Argentina","Capital Federal",1,35,35,9800,"ARS","Departamento","Alquiler",0
"5ngU02ZizyjJe1pJ/EUwaw==",2019-03-26,-34.5887109,-58.404672,"Argentina","Capital Federal",1,35,35,14000,"ARS","Departamento","Alquiler",0
"oQewHfRg7F/XEUhotdPIRA==",2019-03-26,-34.6018675,-58.3882925,"Argentina","Capital Federal",1,28,28,9000,"ARS","Departamento","Alquiler",0
"qz7kMSgjn5fCHDs0qBmKnA==",2019-03-26,-34.569664,-58.48579407,"Argentina","Capital Federal",1,40,36,14000,"ARS","Departamento","Alquiler",4
"5e8o4RPy4IpOhO/EQJUQfQ==",2019-03-26,-34.5829658,-58.408113,"Argentina","Capital Federal",2,77,65,17000,"ARS","Departamento","Alquiler",12
"0TPA4HB81ecOiQMbknqiHw==",2019-03-26,-34.5738422637,-58.488458954,"Argentina","Capital Federal",2,41,37,12000,"ARS","Departamento","Alquiler",4
"VhPkcaS5SRm+whty7xR69Q==",2019-03-26,-34.590788,-58.411602,"Argentina","Capital Federal",3,80,72,35000,"ARS","Departamento","Alquiler",8
"w4eBvasegjUVR4B/BPIEWw==",2019-03-26,-34.576607,-58.471949,"Argentina","Capital Federal",3,72,65,23000,"ARS","Departamento","Alquiler",7
"WRKqGwE0KlE/tACDI6ALJg==",2019-05-18,-34.6376195,-58.4594589,"Argentina","Capital Federal",2,50,50,13500,"ARS","Departamento","Alquiler",0
"tidmwu69cudx1+JK1wanyw==",2019-05-18,-34.5876839,-58.3845487,"Argentina","Capital Federal",3,121,118,35000,"ARS","Departamento","Alquiler",3
"EoJDSemFPRCZ98xfLr7kYQ==",2019-05-18,-34.5905269,-58.4049602,"Argentina","Capital Federal",1,30,30,10000,"ARS","Departamento","Alquiler",0
"fbIzYE0KvNYY1iVpm+V0Dw==",2019-05-18,-34.5733682,-58.4884921,"Argentina","Capital Federal",2,40,40,14500,"ARS","Departamento","Alquiler",0
"lSri5zOidkcuvlFkhMK+Hg==",2019-05-18,-34.5696072,-58.486753,"Argentina","Capital Federal",2,46,40,12500,"ARS","Departamento","Alquiler",6
"SStpmsvgxXlnOd8uyhMhlg==",2019-05-18,-34.5798198,-58.4748823,"Argentina","Capital Federal",2,60,45,19000,"ARS","Departamento","Alquiler",15
"0e5MH1WHggzIqXSCH95j2w==",2019-06-12,-34.5778836,-58.4796518,"Argentina","Capital Federal",NA,100,65,10000,"ARS","PH","Alquiler",35
"gVmjCmn53XhpnYBIPR6NWQ==",2019-06-12,-34.578655,-58.4898808,"Argentina","Capital Federal",1,40,35,12000,"ARS","Departamento","Alquiler",5
"Ew3AJYK87Fz5lfMVPT6ZOQ==",2019-06-12,-34.578655,-58.4898808,"Argentina","Capital Federal",1,40,35,15000,"ARS","Departamento","Alquiler",5
"JSacYoH3n0+6Z/aix3rKzQ==",2019-06-12,-34.5921851,-58.4038801,"Argentina","Capital Federal",3,70,63,20000,"ARS","Departamento","Alquiler",7
"d2gJOO5XSfSrR5ahedrkiA==",2019-06-12,-34.5927994874,-58.3903556047,"Argentina","Capital Federal",2,36,36,16000,"ARS","Departamento","Alquiler",0
"+EGnOpHaqS4ReEP3ZdJOaA==",2019-06-12,-34.5827066,-58.4719922,"Argentina","Capital Federal",2,50,47,18500,"ARS","Departamento","Alquiler",3
"PZ2fGADwWwWhc+3dKR/eww==",2019-06-12,-34.6357833,-58.4886267,"Argentina","Capital Federal",3,65,65,18000,"ARS","Departamento","Alquiler",0
"IvhAmGDO9uZJo8mLLZ7+gA==",2019-06-12,-34.5873825,-58.3972762,"Argentina","Capital Federal",3,60,60,29000,"ARS","Departamento","Alquiler",0
"5gUMlE/ZiecFICJlsPWfGg==",2019-06-12,-34.5739446,-58.4798851,"Argentina","Capital Federal",2,54,49,15900,"ARS","Departamento","Alquiler",5
"ClNnsisyKOjuuYG6hsd6NA==",2019-06-12,-34.5885074,-58.401129,"Argentina","Capital Federal",3,55,55,20000,"ARS","Departamento","Alquiler",0
"1idXFvnB0Da4j128gm59ug==",2019-01-20,-34.597426,-58.410107,"Argentina","Capital Federal",1,40,35,14500,"ARS","Departamento","Alquiler",5
"4DmkSxbZwgJMCEWlJMJ4Jw==",2019-01-20,-34.63395,-58.4627529,"Argentina","Capital Federal",2,31,29,9500,"ARS","Departamento","Alquiler",2
"M52Ikj9ryyMlCkrRlH7ELg==",2019-01-20,-34.59154,-58.406798,"Argentina","Capital Federal",3,61,55,22000,"ARS","Departamento","Alquiler",6
"qDbbodc56wXiVCF3W17jyw==",2019-01-20,-34.5967191,-58.4018293,"Argentina","Capital Federal",3,60,55,17000,"ARS","Departamento","Alquiler",5
"o4Mscw1AXSko50DPy9xWcw==",2019-04-17,-34.57544708,-58.48231125,"Argentina","Capital Federal",1,45,42,15000,"ARS","Departamento","Alquiler",3
"ggqMDf9KfNyTJEIbpbuO/A==",2019-04-17,-34.58013916,-58.48407745,"Argentina","Capital Federal",1,46,42,13000,"ARS","Departamento","Alquiler",4
"ows4MKNQmNiODT4FtXEzdw==",2019-04-17,-34.633061,-58.4534314,"Argentina","Capital Federal",2,53,50,12000,"ARS","Departamento","Alquiler",3
"mFGG1vQfTKnOi4ruNUa+8w==",2019-04-17,-34.6311534261,-58.4678841865,"Argentina","Capital Federal",2,60,55,13800,"ARS","Departamento","Alquiler",5
"8s0a31+qg9zThe6XXUOMRg==",2019-04-17,-34.62239075,-58.47783279,"Argentina","Capital Federal",2,50,50,14500,"ARS","Departamento","Alquiler",0
"1l1PYP9ABlQzK8S6nssSDA==",2019-04-17,-34.6272155438,-58.461616593,"Argentina","Capital Federal",2,50,36,11000,"ARS","Departamento","Alquiler",14
"ouE0hSjkXm7BLfPthNPSrg==",2019-04-17,-34.5791101,-58.411156,"Argentina","Capital Federal",2,30,30,8500,"ARS","Departamento","Alquiler",0
"xH72KPZyEkwR6JcOfIj3BQ==",2019-04-17,-34.5751485,-58.4838142,"Argentina","Capital Federal",2,40,40,12000,"ARS","Departamento","Alquiler",0
"bg+mWDqK9IcKw9G5XjmyLQ==",2019-04-17,-34.627949,-58.4574078,"Argentina","Capital Federal",3,202,52,17500,"ARS","Departamento","Alquiler",150
"eComuPUyxrkme3Wo2BRxOw==",2019-04-17,-34.635666,-58.459141,"Argentina","Capital Federal",4,111,111,27000,"ARS","Casa","Alquiler",0
"xyp89kiuLZkxafYYGwHq3g==",2019-04-17,-34.593635,-58.404098,"Argentina","Capital Federal",4,192,150,30000,"ARS","Departamento","Alquiler",42
"oSK8Tjr7BwRcFKwoo/jMIQ==",2019-04-17,-34.5946555,-58.4054155,"Argentina","Capital Federal",4,115,115,29000,"ARS","Departamento","Alquiler",0
"V8I+WOfBnKEE+xZX6HYvdQ==",2019-01-02,-34.6008707,-58.3926352,"Argentina","Capital Federal",NA,31,25,8000,"ARS","Departamento","Alquiler",6
"Skx4hGiK01WeyQXRWRFMNA==",2019-01-02,-34.57961,-58.489237,"Argentina","Capital Federal",1,33,30,11000,"ARS","Departamento","Alquiler",3
"Tz/BJ4WPFN8Gshj2HFrIuw==",2019-01-02,-34.5718757,-58.4802453,"Argentina","Capital Federal",2,37,37,10500,"ARS","Departamento","Alquiler",0
"+ESegAw1ShGDFucKQBzaWQ==",2019-04-22,-34.5995403,-58.3959055,"Argentina","Capital Federal",3,77,73,14000,"ARS","Departamento","Alquiler",4
"VvW8+HqbCxjfu44kQXV1Mw==",2019-04-22,-34.5911467,-58.3840659,"Argentina","Capital Federal",3,97,87,29800,"ARS","Departamento","Alquiler",10
"LlEjHTAhMhOXPLlVU1LiOw==",2019-04-02,-34.5788706,-58.4839651,"Argentina","Capital Federal",NA,50,46,17500,"ARS","Departamento","Alquiler",4
"tAKZXY8wUwHL8kmnzp2+zQ==",2019-04-02,-34.5788706,-58.4839651,"Argentina","Capital Federal",NA,50,46,17500,"ARS","Departamento","Alquiler",4
"3UJZdNOwmsW9ejfG0Zo0lg==",2019-04-02,-34.58069229,-58.47457886,"Argentina","Capital Federal",NA,31,27,12000,"ARS","Departamento","Alquiler",4
"Ny4bm/JpD6uRfarpbWrtSw==",2019-04-02,-34.635746,-58.451101,"Argentina","Capital Federal",2,44,44,13000,"ARS","PH","Alquiler",0
"7lybftB9uarwonMcqabb3w==",2019-04-02,-34.5816693746,-58.4709154495,"Argentina","Capital Federal",2,100,60,17000,"ARS","PH","Alquiler",40
"w4Yzu4lsfKikGOCyOmfdag==",2019-04-02,-34.6285882,-58.4663421,"Argentina","Capital Federal",2,50,50,11000,"ARS","Departamento","Alquiler",0
"jmD+XGYlKxoRjXYU4+xtCA==",2019-04-02,-34.5879992,-58.3842041,"Argentina","Capital Federal",2,30,30,17500,"ARS","Departamento","Alquiler",0
"EecMYu5MB5To60SS4Hxogg==",2019-04-02,-34.5845219,-58.4134053,"Argentina","Capital Federal",2,45,40,13500,"ARS","Departamento","Alquiler",5
"N4ChkZYrn4x8XU4Skx+SAg==",2019-04-02,-34.600963,-58.405294,"Argentina","Capital Federal",2,34,34,15500,"ARS","Departamento","Alquiler",0
"VgLX/VQCSENJJgbINkSH0g==",2019-04-02,-34.5749506,-58.4828278,"Argentina","Capital Federal",2,30,30,10300,"ARS","Departamento","Alquiler",0
"m7jHPv64mhfpAbPiIWYnhQ==",2019-04-02,-34.5701444,-58.4838385,"Argentina","Capital Federal",3,75,65,20000,"ARS","Departamento","Alquiler",10
"ReOad6Moah9OJQlDhxjA7A==",2019-04-02,-34.589422,-58.407484,"Argentina","Capital Federal",4,87,80,20000,"ARS","Departamento","Alquiler",7
"76+Q/B+GkaeyNa0TdqgZTA==",2019-04-02,-34.5771066,-58.4829588,"Argentina","Capital Federal",4,80,80,30000,"ARS","Departamento","Alquiler",0
"3C1nEfj8P33CMN0AVnup+A==",2019-02-16,-34.5975412503,-58.3770261579,"Argentina","Capital Federal",NA,36,36,12500,"ARS","Departamento","Alquiler",0
"Et/Xsn/yq/anmZvCB2FudQ==",2019-02-16,-34.5986633,-58.3810799,"Argentina","Capital Federal",NA,42,42,14000,"ARS","Departamento","Alquiler",0
"1nSYKThHATrpR8nS2gMPWQ==",2019-02-16,-34.58918762,-58.41276932,"Argentina","Capital Federal",1,55,35,16000,"ARS","Departamento","Alquiler",20
"CObO2RoenwR7Vv7r63KxqA==",2019-02-16,-34.620897,-58.460486,"Argentina","Capital Federal",2,36,36,12000,"ARS","Departamento","Alquiler",0
"PrlROwZzv8eux2ck9qWMUg==",2019-02-16,-34.576539,-58.488256,"Argentina","Capital Federal",2,50,50,12000,"ARS","Departamento","Alquiler",0
"TNRv55mRnHq4xuqDijWZdg==",2019-02-16,-34.576569,-58.486132,"Argentina","Capital Federal",2,39,39,11000,"ARS","Departamento","Alquiler",0
"jPswW247WwkJQyy3tYOrcw==",2019-02-16,-34.5892331,-58.4038253,"Argentina","Capital Federal",3,55,55,17000,"ARS","Departamento","Alquiler",0
"fM/dcfFcENwRcZE+cM9xmQ==",2019-02-27,-34.5940263,-58.3998853,"Argentina","Capital Federal",NA,75,75,24000,"ARS","Departamento","Alquiler",0
"Z2AhtqB9XyJ4jcmo9WpD3w==",2019-02-27,-34.5965465,-58.3806343,"Argentina","Capital Federal",1,56,27,10500,"ARS","Departamento","Alquiler",29
"CBijpqcbHMUZPKqhjCI2hg==",2019-02-27,-34.5733817,-58.47354,"Argentina","Capital Federal",1,37,32,12500,"ARS","Departamento","Alquiler",5
"P+7zp2HRtA3ckl1WOjtPgA==",2019-02-27,-34.5744893121,-58.4730836197,"Argentina","Capital Federal",1,32,27,15000,"ARS","Departamento","Alquiler",5
"mxatxXi4zU++aOVj8t+hIw==",2019-02-27,-34.570122,-58.484215,"Argentina","Capital Federal",1,30,30,10000,"ARS","Departamento","Alquiler",0
"yj/ATztjhQotj1cap43TXA==",2019-02-27,-34.63125229,-58.46928024,"Argentina","Capital Federal",2,75,67,18000,"ARS","Departamento","Alquiler",8
"bH+d/SHxg+llWIxqNvzyOA==",2019-02-27,-34.617529,-58.4682273,"Argentina","Capital Federal",2,35,35,12000,"ARS","Departamento","Alquiler",0
"/qmhdRICMPa/hqDrWEaM4A==",2019-02-27,-34.590231,-58.398811,"Argentina","Capital Federal",3,40,40,18000,"ARS","Departamento","Alquiler",0
"IF3H4LNjs+Deo+/2I4fUkA==",2019-02-27,-34.5968048765,-58.39755887,"Argentina","Capital Federal",3,70,70,16000,"ARS","Departamento","Alquiler",0
"J+RTtQDaAdWXowh1LX2ryA==",2019-02-27,-34.5792611,-58.4889141,"Argentina","Capital Federal",3,74,66,27000,"ARS","Departamento","Alquiler",8
"v2umBWVFkrTBbrsiPO5a4A==",2019-02-27,-34.570884,-58.488694,"Argentina","Capital Federal",3,71,71,20000,"ARS","Departamento","Alquiler",0
"YLn22tHPJ1IBGpB/SM5F8Q==",2019-02-27,-34.572722,-58.4833846,"Argentina","Capital Federal",3,70,62,18500,"ARS","Departamento","Alquiler",8
"wh65I7lPDeub3QDaqPfYPQ==",2019-02-07,-34.5954553,-58.4035286,"Argentina","Capital Federal",NA,32,32,11000,"ARS","Departamento","Alquiler",0
"bbh5SA7nww4fI7pTKhgSEw==",2019-02-07,-34.57471466,-58.48255539,"Argentina","Capital Federal",NA,35,31,9600,"ARS","Departamento","Alquiler",4
"frqnk9lGKA/pbECtTfmLNg==",2019-02-07,-34.63236237,-58.46274948,"Argentina","Capital Federal",1,45,42,10500,"ARS","Departamento","Alquiler",3
"1IVZdXjuh/tXdOH0r+mEIA==",2019-02-07,-34.57062149,-58.48609161,"Argentina","Capital Federal",1,35,33,11500,"ARS","Departamento","Alquiler",2
"CYSiXIFQFKyIHMJnkl3efw==",2019-02-07,-34.57982635,-58.47657394,"Argentina","Capital Federal",1,43,43,12000,"ARS","Departamento","Alquiler",0
"vU3uxvGcdz+5p6MFZczRLA==",2019-02-07,-34.6214823,-58.4721621,"Argentina","Capital Federal",2,75,55,17000,"ARS","Departamento","Alquiler",20
"5i2GZt2rlN2VS+nGSalGyQ==",2019-02-07,-34.56867218,-58.49253845,"Argentina","Capital Federal",2,70,65,23000,"ARS","Departamento","Alquiler",5
"yQIuDnop1vQ4dgbAG08QyA==",2019-02-07,-34.5797521,-58.4807308,"Argentina","Capital Federal",2,42,42,13000,"ARS","Departamento","Alquiler",0
"hgPLRhs1222d2dB7hD98kQ==",2019-02-07,-34.5730679,-58.4842532,"Argentina","Capital Federal",2,93,43,15000,"ARS","Departamento","Alquiler",50
"1DWOnF+TDfjU6DUO+Uc8Jw==",2019-02-07,-34.573225,-58.473265,"Argentina","Capital Federal",2,86,31,18000,"ARS","Departamento","Alquiler",55
"eFEl8HH8YqbEn0KKkrHLZg==",2019-02-07,-34.570884,-58.4886936,"Argentina","Capital Federal",2,51,45,16500,"ARS","Departamento","Alquiler",6
"HsgNq3p5GbOcgejtDY5DsQ==",2019-02-07,-34.6180243,-58.476358,"Argentina","Capital Federal",3,63,55,12000,"ARS","Departamento","Alquiler",8
"1OfkScqOScyqlIAuHOfBsg==",2019-02-07,-34.6341644,-58.4670727,"Argentina","Capital Federal",3,65,60,16700,"ARS","Departamento","Alquiler",5
"6qYqQ4Dv3tJ3jb47133ARw==",2019-02-07,-34.6341644,-58.4670727,"Argentina","Capital Federal",3,65,60,15650,"ARS","Departamento","Alquiler",5
"QQC3eSi/LQXq414EuRbPng==",2019-02-07,-34.595477,-58.403852,"Argentina","Capital Federal",3,73,60,20500,"ARS","Departamento","Alquiler",13
"PmHSRiBWfu7ZaXKZBlKQ1g==",2019-04-01,-34.625844,-58.4572789,"Argentina","Capital Federal",NA,55,55,14000,"ARS","Departamento","Alquiler",0
"1wNUyqO+BJa60QmTN8Xc5A==",2019-04-01,-34.59565,-58.407584,"Argentina","Capital Federal",1,38,35,11000,"ARS","Departamento","Alquiler",3
"M3wR8auUPoNZV7PyM/mQxA==",2019-04-01,-34.5868855,-58.4815007,"Argentina","Capital Federal",1,36,31,11000,"ARS","Departamento","Alquiler",5
"Pc65BXgTLXjajDQLvJleaw==",2019-04-01,-34.63395,-58.4627529,"Argentina","Capital Federal",2,31,29,9500,"ARS","Departamento","Alquiler",2
"aX4k6tMEjEViujBGWJfGcA==",2019-04-01,-34.5938018,-58.4087229,"Argentina","Capital Federal",2,39,39,12500,"ARS","Departamento","Alquiler",0
"JDNw3Vv/UBV6MRYPGJ0emw==",2019-04-01,-34.570467,-58.487243,"Argentina","Capital Federal",2,45,43,14000,"ARS","Departamento","Alquiler",2
"9HXB0tZgnAUh8px4IjSIQQ==",2019-04-01,-34.638543,-58.463518,"Argentina","Capital Federal",4,197,134,35000,"ARS","PH","Alquiler",63
"kvdqWzzVSC+hygp+6nW5QQ==",2019-04-01,-34.6457089,-58.4672788,"Argentina","Capital Federal",4,98,90,24000,"ARS","Departamento","Alquiler",8
"n+9PpjijlAySOyZmVF9lGQ==",2019-04-01,-34.592743,-58.406147,"Argentina","Capital Federal",5,159,145,45000,"ARS","Departamento","Alquiler",14
"8m2PW5N6tE5kFmPLq4O33Q==",2019-03-04,-34.5917102,-58.4111268,"Argentina","Capital Federal",2,45,45,14000,"ARS","Departamento","Alquiler",0
"gKe4U7i4cM+RwmFy9Sst5Q==",2019-03-04,-34.598798,-58.394419,"Argentina","Capital Federal",5,152,140,28000,"ARS","Departamento","Alquiler",12
"XCFDl4M5mgH7h7faxOo/Tg==",2019-03-04,-34.590168,-58.409287,"Argentina","Capital Federal",4,137,137,25000,"ARS","Departamento","Alquiler",0
"as/CuQOp7dNddafauYkELg==",2019-02-13,-34.6285835,-58.4569845,"Argentina","Capital Federal",NA,45,40,10800,"ARS","Departamento","Alquiler",5
"V82Xvi7COXHrYUv5IJ8QVQ==",2019-02-13,-34.6229564401,-58.4669333534,"Argentina","Capital Federal",1,28,28,10000,"ARS","PH","Alquiler",0
"4k/ZbX4seGvE7ZIB/3p1Ng==",2019-02-13,-34.573666,-58.489638,"Argentina","Capital Federal",1,28,26,10000,"ARS","Departamento","Alquiler",2
"shNRx6CflMxbpIweldRH/A==",2019-02-13,-34.57203293,-58.49052429,"Argentina","Capital Federal",1,60,54,18000,"ARS","Departamento","Alquiler",6
"wjG3Nf8zF0byW6MsPzSt9Q==",2019-02-13,-34.6293293,-58.4546593,"Argentina","Capital Federal",2,54,46,13500,"ARS","Departamento","Alquiler",8
"6uwNqu8CGqdxrF592BxJYA==",2019-02-13,-34.6328033,-58.4685613,"Argentina","Capital Federal",2,45,45,9000,"ARS","Departamento","Alquiler",0
"tuDzIaOLB35nS4sr/HLQ5g==",2019-02-13,-34.5912803625,-58.4066499698,"Argentina","Capital Federal",2,35,35,12500,"ARS","Departamento","Alquiler",0
"dGR3yHoSTUL5FAjajstGSQ==",2019-02-13,-34.5989391,-58.4121791,"Argentina","Capital Federal",2,50,45,15000,"ARS","Departamento","Alquiler",5
"SnAxAxpkmH+mCGMmzomv+g==",2019-02-13,-34.5924292,-58.4119418,"Argentina","Capital Federal",2,50,50,14500,"ARS","Departamento","Alquiler",0
"LPNEYLbRsM9f8FZtEV5rpA==",2019-02-13,-34.5981118,-58.4007837,"Argentina","Capital Federal",2,36,36,13000,"ARS","Departamento","Alquiler",0
"D9hUrbHXABWrV/91gbyVSA==",2019-02-13,-34.570884,-58.4886936,"Argentina","Capital Federal",2,66,53,28000,"ARS","Departamento","Alquiler",13
"OEyBrcsZ5v7zzfQHrZVY6g==",2019-02-13,-34.6229564401,-58.4669333534,"Argentina","Capital Federal",3,52,52,16000,"ARS","PH","Alquiler",0
"5fw5JD9X58/DCliFNuobaw==",2019-02-13,-34.5957447,-58.4097622,"Argentina","Capital Federal",3,53,51,21000,"ARS","Departamento","Alquiler",2
"++EYyKpPvorNcLCrTnDZHA==",2019-02-13,-34.5957447,-58.4097622,"Argentina","Capital Federal",3,53,51,21000,"ARS","Departamento","Alquiler",2
"qp1D+QU7VUAOb/haeN2rjw==",2019-02-13,-34.5957447,-58.4097622,"Argentina","Capital Federal",3,53,51,21000,"ARS","Departamento","Alquiler",2
"iPHjWOpTaotrbxr7/gQWYQ==",2019-02-13,-34.576385,-58.4879918,"Argentina","Capital Federal",4,197,140,40000,"ARS","PH","Alquiler",57
"xWtfxO5PUP5VNQ2nNl/Lxw==",2019-02-13,-34.591100389,-58.4026421873,"Argentina","Capital Federal",4,85,76,28000,"ARS","Departamento","Alquiler",9
"OHxtOnSnHzbcTkTkiUBi2A==",2019-02-13,-34.5847936985,-58.4054243312,"Argentina","Capital Federal",4,88,88,26000,"ARS","Departamento","Alquiler",0
"D2m7EtDTv0D4HMwSeKFGZA==",2019-05-02,-34.6028446,-58.3983403,"Argentina","Capital Federal",1,55,52,14500,"ARS","Departamento","Alquiler",3
"nCfgKtkcF5KwqEErcorz/Q==",2019-05-02,-34.5783323,-58.4827702,"Argentina","Capital Federal",2,42,37,14000,"ARS","Departamento","Alquiler",5
"onQuLZ1Wh/wps9rICCWn6Q==",2019-05-02,-34.575346,-58.472521,"Argentina","Capital Federal",1,47,44,12500,"ARS","Departamento","Alquiler",3
"Kq1rDdlPv0cKjwYHLVxbNA==",2019-05-02,-34.571068,-58.499547,"Argentina","Capital Federal",1,26,26,12000,"ARS","PH","Alquiler",0
